state,sex,age_band,year,metric,value
Victoria,Male,5-11 (Primary),2021,ed_on_time_pct,69.4
Victoria,Male,5-11 (Primary),2022,avg_wait_days,18.78
Victoria,Male,5-11 (Primary),2022,ed_on_time_pct,74.3
Victoria,Male,5-11 (Primary),2023,avg_wait_days,22.06
Victoria,Male,5-11 (Primary),2023,ed_on_time_pct,70.0
Victoria,Male,5-11 (Primary),2024,avg_wait_days,16.09
Victoria,Male,5-11 (Primary),2024,ed_on_time_pct,73.7
Victoria,Male,12-14,2019,avg_wait_days,26.37
Victoria,Male,12-14,2019,ed_on_time_pct,71.8
Victoria,Male,12-14,2020,avg_wait_days,22.13
Victoria,Male,12-14,2020,ed_on_time_pct,75.0
Victoria,Male,12-14,2021,avg_wait_days,25.79
Victoria,Male,12-14,2021,ed_on_time_pct,70.4
Victoria,Male,12-14,2022,avg_wait_days,24.16
Victoria,Male,12-14,2022,ed_on_time_pct,74.4
Victoria,Male,12-14,2023,avg_wait_days,23.11
Victoria,Male,12-14,2023,ed_on_time_pct,69.2
Victoria,Male,12-14,2024,avg_wait_days,18.45
Victoria,Male,12-14,2024,ed_on_time_pct,69.5
Victoria,Male,15-17,2019,avg_wait_days,32.39
Victoria,Male,15-17,2019,ed_on_time_pct,70.6
Victoria,Male,15-17,2020,avg_wait_days,23.17
Victoria,Male,15-17,2020,ed_on_time_pct,72.4
Victoria,Male,15-17,2021,avg_wait_days,23.81
Victoria,Male,15-17,2021,ed_on_time_pct,70.2
Victoria,Male,15-17,2022,avg_wait_days,23.34
Victoria,Male,15-17,2022,ed_on_time_pct,72.4
Victoria,Male,15-17,2023,avg_wait_days,31.11
Victoria,Male,15-17,2023,ed_on_time_pct,71.1
Victoria,Male,15-17,2024,avg_wait_days,24.62
Victoria,Male,15-17,2024,ed_on_time_pct,69.8
Victoria,Male,18-21,2019,avg_wait_days,37.35
Victoria,Male,18-21,2019,ed_on_time_pct,77.3
Victoria,Male,18-21,2020,avg_wait_days,43.15
Victoria,Male,18-21,2020,ed_on_time_pct,71.5
Victoria,Male,18-21,2021,avg_wait_days,28.99
Victoria,Male,18-21,2021,ed_on_time_pct,75.2
Victoria,Male,18-21,2022,avg_wait_days,42.2
Victoria,Male,18-21,2022,ed_on_time_pct,71.9
Victoria,Male,18-21,2023,avg_wait_days,39.96
Victoria,Male,18-21,2023,ed_on_time_pct,74.2
Victoria,Male,18-21,2024,avg_wait_days,37.63
Victoria,Male,18-21,2024,ed_on_time_pct,73.7
Victoria,Male,22-24,2019,avg_wait_days,26.68
Victoria,Male,22-24,2019,ed_on_time_pct,72.3
Victoria,Male,22-24,2020,avg_wait_days,30.02
Victoria,Male,22-24,2020,ed_on_time_pct,70.6
Victoria,Male,22-24,2021,avg_wait_days,38.37
Victoria,Male,22-24,2021,ed_on_time_pct,69.4
Victoria,Male,22-24,2022,avg_wait_days,35.24
Victoria,Male,22-24,2022,ed_on_time_pct,69.1
Victoria,Male,22-24,2023,avg_wait_days,31.12
Victoria,Male,22-24,2023,ed_on_time_pct,71.0
Victoria,Male,22-24,2024,avg_wait_days,28.76
Victoria,Male,22-24,2024,ed_on_time_pct,71.2
Victoria,Female,5-11 (Primary),2019,avg_wait_days,18.43
Victoria,Female,5-11 (Primary),2019,ed_on_time_pct,72.7
Victoria,Female,5-11 (Primary),2020,avg_wait_days,19.9
Victoria,Female,5-11 (Primary),2020,ed_on_time_pct,70.9
Victoria,Female,5-11 (Primary),2021,avg_wait_days,15.94
Victoria,Female,5-11 (Primary),2021,ed_on_time_pct,71.7
Victoria,Female,5-11 (Primary),2022,avg_wait_days,17.3
Victoria,Female,5-11 (Primary),2022,ed_on_time_pct,70.1
Victoria,Female,5-11 (Primary),2023,avg_wait_days,21.22
Victoria,Female,5-11 (Primary),2023,ed_on_time_pct,74.0
Victoria,Female,5-11 (Primary),2024,avg_wait_days,15.32
Victoria,Female,5-11 (Primary),2024,ed_on_time_pct,70.1
Victoria,Female,12-14,2019,avg_wait_days,19.84
Victoria,Female,12-14,2019,ed_on_time_pct,73.6
Victoria,Female,12-14,2020,avg_wait_days,20.23
Victoria,Female,12-14,2020,ed_on_time_pct,73.4
Victoria,Female,12-14,2021,avg_wait_days,25.98
Victoria,Female,12-14,2021,ed_on_time_pct,71.9
Victoria,Female,12-14,2022,avg_wait_days,23.55
Victoria,Female,12-14,2022,ed_on_time_pct,72.9
Victoria,Female,12-14,2023,avg_wait_days,24.46
Victoria,Female,12-14,2023,ed_on_time_pct,68.5
Victoria,Female,12-14,2024,avg_wait_days,24.4
Victoria,Female,12-14,2024,ed_on_time_pct,74.2
Victoria,Female,15-17,2019,avg_wait_days,29.45
Victoria,Female,15-17,2019,ed_on_time_pct,72.4
Victoria,Female,15-17,2020,avg_wait_days,30.23
Victoria,Female,15-17,2020,ed_on_time_pct,75.0
Victoria,Female,15-17,2021,avg_wait_days,30.05
Victoria,Female,15-17,2021,ed_on_time_pct,70.2
Victoria,Female,15-17,2022,avg_wait_days,33.64
Victoria,Female,15-17,2022,ed_on_time_pct,75.5
Victoria,Female,15-17,2023,avg_wait_days,27.43
Victoria,Female,15-17,2023,ed_on_time_pct,72.3
Victoria,Female,15-17,2024,avg_wait_days,23.07
Victoria,Female,15-17,2024,ed_on_time_pct,74.5
Victoria,Female,18-21,2019,avg_wait_days,39.86
Victoria,Female,18-21,2019,ed_on_time_pct,75.0
Victoria,Female,18-21,2020,avg_wait_days,39.04
Victoria,Female,18-21,2020,ed_on_time_pct,71.1
Victoria,Female,18-21,2021,avg_wait_days,32.63
Victoria,Female,18-21,2021,ed_on_time_pct,71.0
Victoria,Female,18-21,2022,avg_wait_days,36.71
Victoria,Female,18-21,2022,ed_on_time_pct,69.2
Victoria,Female,18-21,2023,avg_wait_days,40.94
Victoria,Female,18-21,2023,ed_on_time_pct,71.3
Victoria,Female,18-21,2024,avg_wait_days,34.57
Victoria,Female,18-21,2024,ed_on_time_pct,68.2
Victoria,Female,22-24,2019,avg_wait_days,34.71
Victoria,Female,22-24,2019,ed_on_time_pct,76.3
Victoria,Female,22-24,2020,avg_wait_days,33.99
Victoria,Female,22-24,2020,ed_on_time_pct,71.5
Victoria,Female,22-24,2021,avg_wait_days,36.01
Victoria,Female,22-24,2021,ed_on_time_pct,70.2
Victoria,Female,22-24,2022,avg_wait_days,36.55
Victoria,Female,22-24,2022,ed_on_time_pct,72.8
Victoria,Female,22-24,2023,avg_wait_days,29.6
Victoria,Female,22-24,2023,ed_on_time_pct,71.7
Victoria,Female,22-24,2024,avg_wait_days,33.99
Victoria,Female,22-24,2024,ed_on_time_pct,69.3
Queensland,Male,5-11 (Primary),2019,avg_wait_days,21.73
Queensland,Male,5-11 (Primary),2019,ed_on_time_pct,73.4
Queensland,Male,5-11 (Primary),2020,avg_wait_days,22.07
Queensland,Male,5-11 (Primary),2020,ed_on_time_pct,75.9
Queensland,Male,5-11 (Primary),2021,avg_wait_days,16.02
Queensland,Male,5-11 (Primary),2021,ed_on_time_pct,73.9
Queensland,Male,5-11 (Primary),2022,avg_wait_days,17.63
Queensland,Male,5-11 (Primary),2022,ed_on_time_pct,74.0
Queensland,Male,5-11 (Primary),2023,avg_wait_days,19.41
Queensland,Male,5-11 (Primary),2023,ed_on_time_pct,71.3
Queensland,Male,5-11 (Primary),2024,avg_wait_days,22.1
Queensland,Male,5-11 (Primary),2024,ed_on_time_pct,67.9
Queensland,Male,12-14,2019,avg_wait_days,23.85
Queensland,Male,12-14,2019,ed_on_time_pct,72.7
Queensland,Male,12-14,2020,avg_wait_days,18.99
Queensland,Male,12-14,2020,ed_on_time_pct,75.3
Queensland,Male,12-14,2021,avg_wait_days,23.9
Queensland,Male,12-14,2021,ed_on_time_pct,75.7
Queensland,Male,12-14,2022,avg_wait_days,24.24
Queensland,Male,12-14,2022,ed_on_time_pct,71.0
Queensland,Male,12-14,2023,avg_wait_days,27.85
Queensland,Male,12-14,2023,ed_on_time_pct,68.8
Queensland,Male,12-14,2024,avg_wait_days,19.15
Queensland,Male,12-14,2024,ed_on_time_pct,72.7
Queensland,Male,15-17,2019,avg_wait_days,28.15
Queensland,Male,15-17,2019,ed_on_time_pct,73.0
Queensland,Male,15-17,2020,avg_wait_days,34.15
Queensland,Male,15-17,2020,ed_on_time_pct,72.1
Queensland,Male,15-17,2021,avg_wait_days,34.3
Queensland,Male,15-17,2021,ed_on_time_pct,73.8
Queensland,Male,15-17,2022,avg_wait_days,27.65
Queensland,Male,15-17,2022,ed_on_time_pct,69.0
Queensland,Male,15-17,2023,avg_wait_days,26.65
Queensland,Male,15-17,2023,ed_on_time_pct,75.0
Queensland,Male,15-17,2024,avg_wait_days,28.56
Queensland,Male,15-17,2024,ed_on_time_pct,68.6
Queensland,Male,18-21,2019,avg_wait_days,34.1
Queensland,Male,18-21,2019,ed_on_time_pct,77.0
Queensland,Male,18-21,2020,avg_wait_days,32.13
Queensland,Male,18-21,2020,ed_on_time_pct,75.4
Queensland,Male,18-21,2021,avg_wait_days,31.68
Queensland,Male,18-21,2021,ed_on_time_pct,76.2
Queensland,Male,18-21,2022,avg_wait_days,37.55
Queensland,Male,18-21,2022,ed_on_time_pct,68.9
Queensland,Male,18-21,2023,avg_wait_days,43.5
Queensland,Male,18-21,2023,ed_on_time_pct,70.6
Queensland,Male,18-21,2024,avg_wait_days,40.53
Queensland,Male,18-21,2024,ed_on_time_pct,71.2
Queensland,Male,22-24,2019,avg_wait_days,28.39
Queensland,Male,22-24,2019,ed_on_time_pct,71.1
Queensland,Male,22-24,2020,avg_wait_days,29.16
Queensland,Male,22-24,2020,ed_on_time_pct,70.9
Queensland,Male,22-24,2021,avg_wait_days,27.85
Queensland,Male,22-24,2021,ed_on_time_pct,69.5
Queensland,Male,22-24,2022,avg_wait_days,40.0
Queensland,Male,22-24,2022,ed_on_time_pct,69.2
Queensland,Male,22-24,2023,avg_wait_days,34.03
Queensland,Male,22-24,2023,ed_on_time_pct,68.9
Queensland,Male,22-24,2024,avg_wait_days,30.05
Queensland,Male,22-24,2024,ed_on_time_pct,72.9
Queensland,Female,5-11 (Primary),2019,avg_wait_days,22.0
Queensland,Female,5-11 (Primary),2019,ed_on_time_pct,73.8
Queensland,Female,5-11 (Primary),2020,avg_wait_days,15.02
Queensland,Female,5-11 (Primary),2020,ed_on_time_pct,77.1
Queensland,Female,5-11 (Primary),2021,avg_wait_days,15.33
Queensland,Female,5-11 (Primary),2021,ed_on_time_pct,72.0
Queensland,Female,5-11 (Primary),2022,avg_wait_days,19.01
Queensland,Female,5-11 (Primary),2022,ed_on_time_pct,75.0
Queensland,Female,5-11 (Primary),2023,avg_wait_days,21.14
Queensland,Female,5-11 (Primary),2023,ed_on_time_pct,72.4
Queensland,Female,5-11 (Primary),2024,avg_wait_days,17.96
Queensland,Female,5-11 (Primary),2024,ed_on_time_pct,73.4
Queensland,Female,12-14,2019,avg_wait_days,26.26
Queensland,Female,12-14,2019,ed_on_time_pct,76.8
Queensland,Female,12-14,2020,avg_wait_days,24.87
Queensland,Female,12-14,2020,ed_on_time_pct,70.5
Queensland,Female,12-14,2021,avg_wait_days,21.04
Queensland,Female,12-14,2021,ed_on_time_pct,72.7
Queensland,Female,12-14,2022,avg_wait_days,22.93
Queensland,Female,12-14,2022,ed_on_time_pct,74.6
Queensland,Female,12-14,2023,avg_wait_days,20.48
Queensland,Female,12-14,2023,ed_on_time_pct,72.8
Queensland,Female,12-14,2024,avg_wait_days,21.73
Queensland,Female,12-14,2024,ed_on_time_pct,73.0
Queensland,Female,15-17,2019,avg_wait_days,25.58
Queensland,Female,15-17,2019,ed_on_time_pct,73.8
Queensland,Female,15-17,2020,avg_wait_days,24.5
Queensland,Female,15-17,2020,ed_on_time_pct,71.3
Queensland,Female,15-17,2021,avg_wait_days,34.19
Queensland,Female,15-17,2021,ed_on_time_pct,71.5
Queensland,Female,15-17,2022,avg_wait_days,33.7
Queensland,Female,15-17,2022,ed_on_time_pct,72.4
Queensland,Female,15-17,2023,avg_wait_days,23.75
Queensland,Female,15-17,2023,ed_on_time_pct,73.7
Queensland,Female,15-17,2024,avg_wait_days,23.9
Queensland,Female,15-17,2024,ed_on_time_pct,73.3
Queensland,Female,18-21,2019,avg_wait_days,29.25
Queensland,Female,18-21,2019,ed_on_time_pct,75.3
Queensland,Female,18-21,2020,avg_wait_days,31.53
Queensland,Female,18-21,2020,ed_on_time_pct,72.2
Queensland,Female,18-21,2021,avg_wait_days,42.99
Queensland,Female,18-21,2021,ed_on_time_pct,72.7
Queensland,Female,18-21,2022,avg_wait_days,38.69
Queensland,Female,18-21,2022,ed_on_time_pct,73.9
Queensland,Female,18-21,2023,avg_wait_days,30.72
Queensland,Female,18-21,2023,ed_on_time_pct,74.0
Queensland,Female,18-21,2024,avg_wait_days,42.43
Queensland,Female,18-21,2024,ed_on_time_pct,68.5
Queensland,Female,22-24,2019,avg_wait_days,33.9
Queensland,Female,22-24,2019,ed_on_time_pct,72.4
Queensland,Female,22-24,2020,avg_wait_days,36.48
Queensland,Female,22-24,2020,ed_on_time_pct,69.9
Queensland,Female,22-24,2021,avg_wait_days,33.45
Queensland,Female,22-24,2021,ed_on_time_pct,74.9
Queensland,Female,22-24,2022,avg_wait_days,36.4
Queensland,Female,22-24,2022,ed_on_time_pct,69.4
Queensland,Female,22-24,2023,avg_wait_days,37.71
Queensland,Female,22-24,2023,ed_on_time_pct,69.7
Queensland,Female,22-24,2024,avg_wait_days,37.38
Queensland,Female,22-24,2024,ed_on_time_pct,71.0
South Australia,Male,5-11 (Primary),2019,avg_wait_days,16.96
South Australia,Male,5-11 (Primary),2019,ed_on_time_pct,75.7
South Australia,Male,5-11 (Primary),2020,avg_wait_days,22.04
South Australia,Male,5-11 (Primary),2020,ed_on_time_pct,74.9
South Australia,Male,5-11 (Primary),2021,avg_wait_days,23.27
South Australia,Male,5-11 (Primary),2021,ed_on_time_pct,71.0
South Australia,Male,5-11 (Primary),2022,avg_wait_days,17.55
South Australia,Male,5-11 (Primary),2022,ed_on_time_pct,69.7
South Australia,Male,5-11 (Primary),2023,avg_wait_days,19.93
South Australia,Male,5-11 (Primary),2023,ed_on_time_pct,70.9
South Australia,Male,5-11 (Primary),2024,avg_wait_days,18.5
South Australia,Male,5-11 (Primary),2024,ed_on_time_pct,70.7
South Australia,Male,12-14,2019,avg_wait_days,21.82
South Australia,Male,12-14,2019,ed_on_time_pct,70.3
South Australia,Male,12-14,2020,avg_wait_days,23.71
South Australia,Male,12-14,2020,ed_on_time_pct,71.8
South Australia,Male,12-14,2021,avg_wait_days,23.5
South Australia,Male,12-14,2021,ed_on_time_pct,75.9
South Australia,Male,12-14,2022,avg_wait_days,20.9
South Australia,Male,12-14,2022,ed_on_time_pct,73.2
South Australia,Male,12-14,2023,avg_wait_days,25.37
South Australia,Male,12-14,2023,ed_on_time_pct,70.0
South Australia,Male,12-14,2024,avg_wait_days,23.7
South Australia,Male,12-14,2024,ed_on_time_pct,74.3
South Australia,Male,15-17,2019,avg_wait_days,28.6
South Australia,Male,15-17,2019,ed_on_time_pct,75.6
South Australia,Male,15-17,2020,avg_wait_days,34.67
South Australia,Male,15-17,2020,ed_on_time_pct,72.4
South Australia,Male,15-17,2021,avg_wait_days,36.5
South Australia,Male,15-17,2021,ed_on_time_pct,73.7
South Australia,Male,15-17,2022,avg_wait_days,30.53
South Australia,Male,15-17,2022,ed_on_time_pct,73.8
South Australia,Male,15-17,2023,avg_wait_days,29.59
South Australia,Male,15-17,2023,ed_on_time_pct,73.1
South Australia,Male,15-17,2024,avg_wait_days,27.77
South Australia,Male,15-17,2024,ed_on_time_pct,74.0
South Australia,Male,18-21,2019,avg_wait_days,38.79
South Australia,Male,18-21,2019,ed_on_time_pct,72.1
South Australia,Male,18-21,2020,avg_wait_days,37.19
South Australia,Male,18-21,2020,ed_on_time_pct,76.3
South Australia,Male,18-21,2021,avg_wait_days,42.84
South Australia,Male,18-21,2021,ed_on_time_pct,72.7
South Australia,Male,18-21,2022,avg_wait_days,35.89
South Australia,Male,18-21,2022,ed_on_time_pct,71.3
South Australia,Male,18-21,2023,avg_wait_days,45.49
South Australia,Male,18-21,2023,ed_on_time_pct,68.8
South Australia,Male,18-21,2024,avg_wait_days,44.09
South Australia,Male,18-21,2024,ed_on_time_pct,73.5
South Australia,Male,22-24,2019,avg_wait_days,31.03
South Australia,Male,22-24,2019,ed_on_time_pct,72.9
South Australia,Male,22-24,2020,avg_wait_days,35.85
South Australia,Male,22-24,2020,ed_on_time_pct,75.6
South Australia,Male,22-24,2021,avg_wait_days,41.16
South Australia,Male,22-24,2021,ed_on_time_pct,76.4
South Australia,Male,22-24,2022,avg_wait_days,31.83
South Australia,Male,22-24,2022,ed_on_time_pct,70.0
South Australia,Male,22-24,2023,avg_wait_days,34.71
South Australia,Male,22-24,2023,ed_on_time_pct,72.0
South Australia,Male,22-24,2024,avg_wait_days,37.07
South Australia,Male,22-24,2024,ed_on_time_pct,68.2
South Australia,Female,5-11 (Primary),2019,avg_wait_days,20.39
South Australia,Female,5-11 (Primary),2019,ed_on_time_pct,77.1
South Australia,Female,5-11 (Primary),2020,avg_wait_days,22.46
South Australia,Female,5-11 (Primary),2020,ed_on_time_pct,76.7
South Australia,Female,5-11 (Primary),2021,avg_wait_days,22.51
South Australia,Female,5-11 (Primary),2021,ed_on_time_pct,76.2
South Australia,Female,5-11 (Primary),2022,avg_wait_days,15.78
South Australia,Female,5-11 (Primary),2022,ed_on_time_pct,75.2
South Australia,Female,5-11 (Primary),2023,avg_wait_days,17.5
South Australia,Female,5-11 (Primary),2023,ed_on_time_pct,70.3
South Australia,Female,5-11 (Primary),2024,avg_wait_days,18.94
South Australia,Female,5-11 (Primary),2024,ed_on_time_pct,74.2
South Australia,Female,12-14,2019,avg_wait_days,24.53
South Australia,Female,12-14,2019,ed_on_time_pct,72.9
South Australia,Female,12-14,2020,avg_wait_days,22.36
South Australia,Female,12-14,2020,ed_on_time_pct,76.4
South Australia,Female,12-14,2021,avg_wait_days,26.58
South Australia,Female,12-14,2021,ed_on_time_pct,70.2
South Australia,Female,12-14,2022,avg_wait_days,21.17
South Australia,Female,12-14,2022,ed_on_time_pct,71.3
South Australia,Female,12-14,2023,avg_wait_days,20.87
South Australia,Female,12-14,2023,ed_on_time_pct,72.0
South Australia,Female,12-14,2024,avg_wait_days,20.94
South Australia,Female,12-14,2024,ed_on_time_pct,71.5
South Australia,Female,15-17,2019,avg_wait_days,35.19
South Australia,Female,15-17,2019,ed_on_time_pct,76.6
South Australia,Female,15-17,2020,avg_wait_days,25.16
South Australia,Female,15-17,2020,ed_on_time_pct,71.2
South Australia,Female,15-17,2021,avg_wait_days,28.91
South Australia,Female,15-17,2021,ed_on_time_pct,73.9
South Australia,Female,15-17,2022,avg_wait_days,28.6
South Australia,Female,15-17,2022,ed_on_time_pct,70.4
South Australia,Female,15-17,2023,avg_wait_days,28.1
South Australia,Female,15-17,2023,ed_on_time_pct,69.5
South Australia,Female,15-17,2024,avg_wait_days,34.3
South Australia,Female,15-17,2024,ed_on_time_pct,72.4
South Australia,Female,18-21,2019,avg_wait_days,36.12
South Australia,Female,18-21,2019,ed_on_time_pct,75.5
South Australia,Female,18-21,2020,avg_wait_days,37.75
South Australia,Female,18-21,2020,ed_on_time_pct,73.6
South Australia,Female,18-21,2021,avg_wait_days,35.46
South Australia,Female,18-21,2021,ed_on_time_pct,72.7
South Australia,Female,18-21,2022,avg_wait_days,44.72
South Australia,Female,18-21,2022,ed_on_time_pct,74.2
South Australia,Female,18-21,2023,avg_wait_days,42.36
South Australia,Female,18-21,2023,ed_on_time_pct,68.9
South Australia,Female,18-21,2024,avg_wait_days,37.51
South Australia,Female,18-21,2024,ed_on_time_pct,70.0
South Australia,Female,22-24,2019,avg_wait_days,28.61
South Australia,Female,22-24,2019,ed_on_time_pct,73.2
South Australia,Female,22-24,2020,avg_wait_days,28.41
South Australia,Female,22-24,2020,ed_on_time_pct,71.5
South Australia,Female,22-24,2021,avg_wait_days,38.33
South Australia,Female,22-24,2021,ed_on_time_pct,74.2
South Australia,Female,22-24,2022,avg_wait_days,36.96
South Australia,Female,22-24,2022,ed_on_time_pct,69.2
South Australia,Female,22-24,2023,avg_wait_days,29.64
